,0,1
0,10.7183,231.96873471846322
1,10.723539890710382,231.25055020827546
2,10.728779781420764,229.70242699927113
3,10.734019672131147,228.15840905796742
4,10.739259562841529,226.61848223848983
5,10.744499453551912,225.08263245044586
6,10.749739344262295,223.55084566052955
7,10.754979234972676,222.02310788887908
8,10.76021912568306,220.49940521086288
9,10.765459016393441,218.97972375800907
10,10.770698907103824,217.46404971356444
11,10.775938797814208,215.95236931671727
12,10.781178688524589,214.44466886100292
13,10.786418579234972,212.9409346916854
14,10.791658469945354,211.44115320932139
15,10.796898360655737,209.94531086647606
16,10.80213825136612,208.45339416959945
17,10.807378142076502,206.96538967743368
18,10.812618032786885,205.48128400042134
19,10.817857923497266,204.00106380340054
20,10.82309781420765,202.5247158011313
21,10.828337704918033,201.05222676104347
22,10.833577595628414,199.58358350253013
23,10.838817486338797,198.11877289545393
24,10.844057377049179,196.65778186137632
25,10.849297267759562,195.20059737348342
26,10.854537158469945,193.74720645432308
27,10.859777049180327,192.29759617686835
28,10.86501693989071,190.85175366595075
29,10.870256830601091,189.40966609507103
30,10.875496721311475,187.97132068808634
31,10.880736612021858,186.53670471781587
32,10.88597650273224,185.1058055071156
33,10.891216393442622,183.67861042852326
34,10.896456284153004,182.25510690194744
35,10.901696174863387,180.8352823972407
36,10.90693606557377,179.41912443249507
37,10.912175956284152,178.00662057364596
38,10.917415846994535,176.59775843614054
39,10.922655737704918,175.19252568158652
40,10.9278956284153,173.7909100197613
41,10.933135519125683,172.39289920911642
42,10.938375409836064,170.9984810541638
43,10.943615300546448,169.6076434062674
44,10.94885519125683,168.22037416458616
45,10.954095081967212,166.8366612747983
46,10.959334972677595,165.45649272809914
47,10.964574863387977,164.07985656304353
48,10.96981475409836,162.7067408639565
49,10.975054644808743,161.33713376067442
50,10.980294535519125,159.97102342905944
51,10.985534426229508,158.60839808997878
52,10.99077431693989,157.24924601025788
53,10.996014207650273,155.89355550108144
54,11.001254098360656,154.54131491921535
55,11.006493989071037,153.1925126657385
56,11.01173387978142,151.84713718559857
57,11.016973770491802,150.5051769688677
58,11.022213661202185,149.16662055033183
59,11.027453551912568,147.8314565074137
60,11.03269344262295,146.49967346100112
61,11.037933333333333,145.17126007738335
62,11.043173224043715,143.8462050647177
63,11.048413114754098,142.52449717440845
64,11.053653005464481,141.20612520171403
65,11.058892896174862,139.89107798358626
66,11.064132786885246,138.57934439999164
67,11.069372677595627,137.27091337397482
68,11.07461256830601,135.96577387033383
69,11.079852459016394,134.6639148953143
70,11.085092349726775,133.36532549805958
71,11.090332240437158,132.069994769514
72,11.09557213114754,130.77791184098052
73,11.100812021857923,129.489065885497
74,11.106051912568306,128.20344611812465
75,11.111291803278688,126.921041794696
76,11.11653169398907,125.64184221130063
77,11.121771584699452,124.36583670434888
78,11.127011475409835,123.09301465194909
79,11.132251366120219,121.82336547176979
80,11.1374912568306,120.55687862099772
81,11.142731147540983,119.29354359852913
82,11.147971038251365,118.03334994201273
83,11.153210928961748,116.77628722801268
84,11.158450819672131,115.52234507379026
85,11.163690710382513,114.27151313515164
86,11.168930601092896,113.02378110711135
87,11.174170491803277,111.779138724264
88,11.17941038251366,110.53757575912555
89,11.184650273224044,109.29908202360545
90,11.189890163934425,108.06364736715835
91,11.195130054644808,106.83126167804225
92,11.20036994535519,105.60191488338857
93,11.205609836065573,104.375596946623
94,11.210849726775956,103.1522978704516
95,11.216089617486338,101.93200769562615
96,11.221329508196721,100.7147164976216
97,11.226569398907102,99.50041439218838
98,11.231809289617486,98.28909153154787
99,11.237049180327869,97.08073810341125
100,11.24228907103825,95.87534433432126
101,11.247528961748634,94.6729004869058
102,11.252768852459017,93.47339685972277
